dbName,avgNumColumns,avgNumRows,overIndexing,primaryKeyValidation,RedundantRelationshipsValidation,label
db_49,12.747364469492474,784387.9977718276,0.27176910867132303,1,1,Good
db_50,6.957671288408433,28929.775656844555,0.04086267287338913,1,0,Not Good
db_51,19.513354044232937,788484.4886889375,0.22915032076432823,0,0,Not Good
db_52,16.402125173777833,480754.0492842187,0.2423481435650235,0,1,Not Good
db_53,19.031983065027028,845770.2516764776,0.08288727008163788,1,0,Not Good
db_54,18.317237606842383,720917.0798385622,0.47284907350014116,0,0,Good
db_55,13.566399660977362,898161.3583746704,0.42498768574033097,0,1,Not Good
db_56,18.74998776036987,322133.51575202204,0.33451116866455416,1,0,Good
db_57,5.415880032830712,692797.5771487029,0.2311477805003036,1,1,Not Good
db_58,7.135725798706323,367718.5131122255,0.20588277079225425,0,1,Good
db_59,4.723636622568609,437089.30207047885,0.3254867335754771,0,1,Good
db_60,9.20528529221223,568479.8622643494,0.27271593470345273,0,1,Not Good
db_61,10.218836635031712,787572.6316258415,0.031136552940942808,1,1,Not Good
db_62,8.341584508382335,885834.2875873727,0.25625132438516585,0,0,Not Good
db_63,17.25980014643087,693763.3383394212,0.40320180861641974,0,1,Good
db_64,9.708053227097428,381812.43612892705,0.22961993879847903,1,0,Not Good
db_65,8.494952154998092,385007.7320265925,0.025978288777134206,1,1,Not Good
db_66,12.683137330531975,666448.2484141134,0.39313909969201655,0,1,Good
db_67,6.254787599596202,222511.65973378907,0.1006818910679872,1,1,Not Good
db_68,16.835151692064635,108321.96068694124,0.1293104174440194,1,0,Good
db_69,5.192810298876333,325613.72030029114,0.08235317671614795,0,1,Not Good
db_70,19.790190985608277,265642.70257213275,0.16510753243574877,1,1,Good
db_71,16.35591630874652,273714.22720583115,0.3783757528443175,1,1,Good
db_72,7.1794509045467585,217910.89843441985,0.25969292975196867,0,1,Not Good
db_73,4.088353873977638,47462.938776362076,0.10244063707535628,1,0,Good
db_74,17.04738285527735,25907.80191273829,0.4389150390760204,0,1,Not Good
db_75,15.309717501561874,889072.926865068,0.4397909274757646,0,0,Not Good
db_76,15.664114688655797,390718.0890249175,0.43528921252300345,1,1,Good
db_77,16.34032554697513,352050.7159721167,0.11939810569076964,1,0,Not Good
db_78,5.184714427745446,614886.0815968321,0.22561967209049405,1,0,Good
db_79,9.735451656708362,204245.9601999071,0.49249482807043754,0,1,Good
db_80,5.853904952402075,855465.4537157005,0.3860062381549952,1,1,Good
db_81,17.809654814009498,709847.0628298413,0.013583710612779909,0,0,Good
db_82,13.972770029240927,89575.79205791096,0.032602295630246025,1,1,Good
db_83,9.294368397642387,381646.89044858626,0.23196568840616638,1,1,Good
db_84,5.016933604576378,792415.2937303266,0.4546101029307801,1,1,Good
db_85,8.975717147450595,850811.4998393551,0.2693508989763571,0,0,Good
db_86,9.202933152427953,425987.34501238406,0.2489062540171451,1,1,Not Good
db_87,15.673698853409025,555936.1363975299,0.05273684997831529,1,1,Not Good
db_88,14.20091954168341,158660.21202194694,0.328390052362147,0,1,Good
db_89,18.195403881221225,892140.0772619091,0.41105158030011274,0,0,Not Good
db_90,11.555438802591189,216187.8142312646,0.19021000375378116,1,1,Not Good
db_91,5.913507935012827,849031.2789802619,0.38780592546266374,1,0,Not Good
db_92,15.41191659556792,588185.517603208,0.4822383269504058,1,1,Not Good
db_93,16.17256077787036,550885.7474421846,0.10188322956384455,0,0,Not Good
db_94,12.98043516111194,466292.77480469266,0.26166481559737065,0,1,Not Good
db_95,16.335474879272976,215296.13242880523,0.14356897904228777,0,1,Good
db_96,11.900729541830252,167109.94848490236,0.3964272095169197,0,0,Not Good
db_97,12.363725270111905,206232.72607245608,0.28879668294057875,1,0,Not Good
db_98,10.840656293736794,175930.05330838653,0.3172912087751519,0,0,Not Good
db_99,4.406706027905523,703830.1814744105,0.39895707980794703,0,1,Not Good
db_100,5.726262831892871,321611.4806583898,0.19798523633122744,0,1,Good
db_101,4.502866970987748,61479.98214142277,0.4575450342035216,1,1,Good
db_102,14.182566580220486,872501.3408253221,0.26651443362307,1,1,Good
db_103,9.029695697221227,796569.4376174489,0.078977411417674,0,0,Good
db_104,12.137131058635244,835699.5320437396,0.3479495590844012,0,1,Not Good
db_105,18.52106358281749,895467.9621553274,0.3966306752191272,1,1,Good
db_106,7.988675666381999,164766.77180534368,0.15838083853376334,1,1,Good
db_107,10.566126768570076,362655.3968233663,0.4285896284993765,1,1,Good
db_108,16.08881821668878,684832.2433766413,0.4530716273828832,1,1,Good
db_109,7.660770647865959,629458.3500678751,0.13845224368890446,1,1,Not Good
db_110,5.231678557260688,146967.35664247102,0.49176073635761103,1,1,Good
db_111,8.636023246620288,736091.4812416498,0.07035576402437921,1,0,Not Good
db_112,6.579540596064071,209752.108934628,0.10100783420124498,1,1,Good
db_113,18.87516243748117,209197.67719213455,0.09211241961901306,0,1,Not Good
db_114,16.92992607303067,487907.2363751381,0.4469948550039352,0,1,Not Good
db_115,14.134460104166775,537716.5420091158,0.32714627616248093,0,1,Good
db_116,17.943369443003483,526276.724975652,0.07605214161113644,0,0,Good
db_117,16.85875323038583,91423.28528400183,0.2201617091841745,0,0,Good
db_118,6.985120942176573,790940.1677410385,0.307649012534901,0,0,Good
db_119,18.280943975839644,246384.0379039484,0.041732042494691646,1,0,Not Good
db_120,12.629475870650412,125268.27994169571,0.44120818420366936,1,0,Not Good
db_121,16.919042482625002,800985.7910833897,0.4018017677207676,0,0,Good
db_122,18.337460798775894,860529.8334244805,0.2526033867883191,0,1,Good
db_123,9.088055599549822,777293.579366251,0.4835633076295852,1,0,Not Good
db_124,5.760830792442828,730469.3065051414,0.20888048963754985,1,0,Good
db_125,7.646962600671067,593165.3627687293,0.4920551595182489,1,1,Not Good
db_126,10.833724618020101,500263.059842134,0.33395999940181353,0,0,Good
db_127,17.08823625475989,87418.21632115502,0.31733563662697073,1,1,Not Good
db_128,17.771689332101495,373523.35963292187,0.0829774476478925,0,1,Not Good
db_129,4.111234088499051,341692.7801409594,0.440963879152322,0,0,Not Good
db_130,12.171956841241052,241180.86754669034,0.21374484396030757,1,1,Not Good
db_131,10.678576050380464,653843.9011828406,0.08111670289123968,1,0,Not Good
db_132,7.553724967531684,451329.404220106,0.00630375998787952,0,0,Good
db_133,5.917845877338925,82131.13215780666,0.2798778418191913,1,1,Not Good
db_134,9.401842742458047,205963.04973533208,0.26369981106133816,1,1,Good
db_135,19.086555262600307,618100.2996570404,0.3596768111845793,0,0,Not Good
db_136,9.171246912332084,77756.46494636717,0.44512902650890107,1,1,Not Good
db_137,12.300649947893858,767574.1535034041,0.03970329232151476,0,1,Good
db_138,15.248303342322846,450680.40904243715,0.3657482451701812,0,0,Good
db_139,9.818073638068704,437722.05382071674,0.09370597204879111,1,0,Good
db_140,19.54851332353537,537242.9283469707,0.429088526578582,0,1,Good
db_141,19.39915671907378,743966.0596733828,0.40953175693082805,0,0,Not Good
db_142,8.028516733205826,319550.19503295183,0.2703968774927722,1,0,Good
db_143,11.955976094278167,613434.3757775666,0.35512139931165576,1,0,Not Good
db_144,8.814052957068315,513501.44795625407,0.1571750565918742,1,0,Good
db_145,8.557447910039482,247655.16045078498,0.23558394946640732,0,0,Good
db_146,4.590191157672525,791980.6878560906,0.41081844885523583,0,0,Not Good
db_147,13.75302934367835,719709.159230166,0.22963259858660695,1,0,Not Good
db_148,12.042864371661784,596022.1328459987,0.1788991326627209,0,1,Good
db_149,4.82366001999983,767017.7388938753,0.24710622362514995,1,0,Not Good
db_150,8.458343427785783,781891.8388542241,0.4141246262186092,1,1,Not Good
db_151,18.53225417546646,640443.0492763809,0.16760402368543637,0,1,Not Good
db_152,7.832990250671559,754941.8622436681,0.0868807965678719,1,1,Not Good
db_153,6.3183179534595695,630749.6008856625,0.3560070101653904,0,0,Not Good
db_154,11.831244164441008,615325.2868666673,0.4129891063540409,0,0,Not Good
db_155,19.770407265769613,560564.126611514,0.050318739261766665,1,1,Not Good
db_156,7.872884344184007,679917.8092063006,0.11993705637797236,0,0,Not Good
db_157,14.754168758494057,151158.5437108356,0.07098599488049695,1,1,Good
db_158,16.18591384525948,793974.9756870463,0.1739707057910833,0,0,Not Good
db_159,7.802200703878395,785940.7396932564,0.22517548945270632,0,0,Good
db_160,15.651461577789753,36030.081900757636,0.37441316848165324,0,1,Not Good
db_161,9.884530123508052,744976.9080026387,0.32557379244083706,1,1,Not Good
db_162,14.116893289497272,124694.18205136622,0.3104642837392156,0,1,Not Good
db_163,14.136475372174315,308255.7802906363,0.1761874733048272,1,0,Not Good
db_164,12.572394945196136,671722.3480995309,0.42072377654237997,0,1,Good
db_165,5.444636320870533,153076.3074829943,0.23564358369908228,0,0,Good
db_166,17.36483992942781,737990.6514659653,0.48955246900757726,1,0,Not Good
db_167,9.132481039547773,750599.4183823903,0.3170710691478684,1,0,Good
db_168,6.984296166397668,461646.28304714424,0.06313237078225137,1,1,Not Good
db_169,4.652402264876223,15683.425827981886,0.338088781037717,1,1,Not Good
db_170,13.454287091011869,265463.93852567236,0.1625520077158495,1,1,Good
db_171,14.841029789476519,559064.9573544106,0.3431635983430487,0,0,Good
db_172,4.265405262845698,883255.6984444069,0.03482057408120287,0,0,Not Good
db_173,12.193488932788496,572314.0390448349,0.0874407185879797,1,1,Not Good
db_174,7.623932403167007,241225.18714710223,0.42786862945289317,0,0,Good
db_175,14.322764646551198,574265.0757586542,0.11358977851175744,0,0,Not Good
db_176,6.789862864079863,490586.98794711137,0.41852056262147,0,1,Good
db_177,15.055003809639455,704062.4016845179,0.13963804422720522,1,1,Not Good
db_178,10.187765540808599,105212.76855599298,0.3214409550293538,0,1,Not Good
db_179,18.98767981978775,687314.833226805,0.3470752867549155,0,0,Good
db_180,6.200335106335892,491727.2550217381,0.25632737657252647,0,0,Good
db_181,9.457061616804136,867062.8834345052,0.15265533834836564,1,0,Good
db_182,5.815576339849425,314266.2277744306,0.10632218818554806,0,0,Not Good
db_183,18.795097892457004,573033.4848892138,0.01659467728121311,0,0,Not Good
db_184,18.037429654095696,839505.0139039155,0.1519732006203619,1,1,Not Good
db_185,8.12706604344249,101233.65791170453,0.3265813952656415,1,0,Not Good
db_186,14.559744736546865,844133.3536404415,0.46915240922424134,0,0,Good
db_187,17.07555520321945,622218.2928477239,0.435602241131526,0,0,Not Good
db_188,12.883212985591397,70374.98260360298,0.3830323882676513,1,1,Not Good
db_189,12.474409253696104,277857.57458266645,0.39422367162664934,1,1,Not Good
db_190,7.869636654407227,640273.1588943006,0.33249245173799763,1,1,Good
db_191,5.489644284894387,69942.03530720681,0.1301434287830015,1,0,Not Good
db_192,18.35545212725323,528131.7095568832,0.4535975153529149,1,1,Not Good
db_193,18.406688914613287,317835.9206881315,0.335366155952917,1,1,Good
db_194,14.129623316372287,562614.8108130547,0.28022031549022,1,1,Not Good
db_195,9.42447665677921,50710.41009313644,0.05549473460674054,0,0,Not Good
db_196,9.587353193802574,785667.7574756149,0.2235277719032127,1,1,Good
db_197,15.61529086192383,876405.1825678833,0.23017913560096315,1,0,Not Good
db_198,18.353764159241234,872301.2912042654,0.432281804761335,0,0,Not Good
db_199,18.193382788241877,677190.130251203,0.27332411009389423,1,1,Not Good
db_200,16.478008733721982,125776.75371626245,0.19020027448520482,1,0,Good
db_201,14.272506338468604,684854.24437683,0.48840016425532967,0,1,Not Good
db_202,5.346239439920781,31882.355648333345,0.05536029666315784,1,0,Not Good
db_203,6.58605942551382,29689.960860807558,0.2112742141559723,0,1,Good
db_204,18.376867016433266,298013.0950430917,0.021012337585702645,0,1,Good
db_205,13.702864954553439,444892.4394601525,0.3699520603834652,0,1,Not Good
db_206,4.147152825866074,695662.6018489359,0.4590382760995753,0,0,Not Good
db_207,5.623544685856514,618132.8851797896,0.14001866477524472,1,1,Not Good
db_208,14.616028305728893,406853.408675306,0.42917083839956044,0,0,Not Good
db_209,4.080985341539499,253527.73299068262,0.14610911523094888,0,1,Good
db_210,6.5729288226799785,897440.8051403629,0.4553850808219576,1,0,Not Good
db_211,12.779740629865378,389301.3589900159,0.37698095179839197,0,0,Good
db_212,15.070323163083092,411734.4516534112,0.4024533884207193,0,1,Good
db_213,14.431380152041609,155625.20086058558,0.00900327780022725,0,1,Not Good
db_214,7.588308951368957,717380.4983874372,0.481405178537013,0,1,Not Good
db_215,15.394867541560574,627377.1809455248,0.36333549603516163,1,1,Good
db_216,7.795985399948801,206484.95538199676,0.15237554769306666,0,1,Good
db_217,9.206395170548284,83319.1305981,0.41469733242942347,1,0,Not Good
db_218,15.943862481888386,615644.3788464947,0.14076059920746498,1,1,Good
db_219,14.394126384755435,592514.9807102104,0.436376919783064,0,1,Not Good
db_220,17.58757456790685,253200.9790284063,0.05629019520596851,0,0,Not Good
db_221,14.521806276805494,856268.5704028652,0.3518429887303979,0,1,Good
db_222,13.092937653367546,144441.52368500122,0.27034923832245517,0,1,Good
db_223,5.49879628524948,394777.9729279157,0.04826723509772041,1,0,Not Good
db_224,9.883452848950936,849818.168949163,0.12094691412941949,1,1,Good
db_225,8.243237882907607,383557.31206424884,0.006202018138657395,1,1,Not Good
db_226,7.903834294065337,578288.0934210361,0.23438398273225292,0,1,Not Good
db_227,19.56816887603913,363859.0141868869,0.1506326303800002,1,0,Not Good
db_228,10.289563594668167,254051.53009031632,0.2991787421488794,0,1,Good
db_229,18.272744882833813,885740.1066842471,0.1486189038543086,0,0,Not Good
db_230,14.098218015956206,374307.26562038827,0.14995955575349235,0,1,Not Good
db_231,16.716980856666375,805748.2912744296,0.3715965993658017,0,0,Not Good
db_232,12.042193489683074,214659.5992430667,0.024071417989176724,0,1,Not Good
db_233,13.230462154021746,199663.18658232415,0.4514474975959936,1,0,Not Good
db_234,11.880283101101822,37709.33376721511,0.4261319371955907,1,0,Not Good
db_235,7.123887804768712,589983.4745845377,0.33390234161320326,0,0,Not Good
db_236,15.559233844184085,337988.4459141474,0.29661078505369215,1,0,Not Good
db_237,8.492357799053693,779278.8423572769,0.4461512490698261,0,0,Not Good
db_238,4.389055462903261,431156.81695548585,0.09266508976435722,0,0,Not Good
db_239,14.327556734514685,871692.1508441024,0.039484581095414306,0,1,Not Good
db_240,6.833770870512783,175117.70897577782,0.11975508495476905,1,1,Good
db_241,19.04733734964663,783074.6194804936,0.39728913935009513,0,0,Not Good
db_242,19.262857232041398,701171.1989846502,0.01733513336324166,0,0,Not Good
db_243,18.637830243527176,696120.4417332063,0.2914034175417448,1,0,Not Good
db_244,9.92253920408711,761857.0730240301,0.49771875809565497,1,0,Good
db_245,4.247305864461879,687311.351939269,0.4278480469187697,1,1,Not Good
db_246,18.853097001403604,567336.0862519597,0.2607228445217947,0,0,Good
db_247,10.85094637307703,126807.94113732495,0.03182045464332117,0,1,Not Good
db_248,19.46647710469871,38948.2997472142,0.4156867571928549,1,1,Not Good
db_249,19.417919633428046,829554.5845559613,0.2994892540886053,0,0,Good
db_250,17.64815128747776,558818.7799234568,0.057466498529783416,1,0,Not Good
db_251,8.711182273113371,718918.1889687969,0.0469286424116781,1,1,Good
db_252,10.161563657630804,438554.8928461696,0.4548134097182962,0,1,Good
db_253,17.61818674426971,114404.28817653109,0.3346001314690392,0,0,Not Good
db_254,9.070752082500443,121415.3550602699,0.41464339965837776,1,0,Not Good
db_255,6.71188394697748,620153.1056337846,0.43948945014113366,1,0,Not Good
db_256,12.908820199333602,392972.24646052177,0.2858861760241611,1,1,Not Good
db_257,18.978476386572495,188467.0067632997,0.25872317587752064,1,1,Good
db_258,15.136476746799568,447519.14659987885,0.2152137051604951,0,0,Good
db_259,13.12097872142984,67145.95399686933,0.15847329389555964,1,1,Not Good
db_260,5.554823900332297,527954.5477038149,0.21729798042935589,1,1,Good
db_261,13.840115627186716,249404.1299472369,0.3869398278650782,1,0,Good
db_262,19.840861601668212,719827.5995670975,0.3009617155075658,0,0,Not Good
db_263,6.2413442437843845,286222.14344198065,0.44626164497742304,0,1,Good
db_264,12.293274437819788,415145.9326828031,0.22169000718959386,1,1,Good
db_265,18.03796915084729,20342.280518209565,0.303544789359377,0,0,Not Good
db_266,15.852297884067271,74477.7301371574,0.31565377654599436,0,0,Good
db_267,15.152251855924288,359319.2652019495,0.29584858115316276,0,0,Not Good
db_268,15.239745343793748,437145.56289823994,0.35131688654275817,1,0,Good
db_269,9.751858419516083,544018.2878261803,0.11871673418740314,1,0,Not Good
db_270,8.697469508231894,269579.69505127985,0.2561818887728953,0,1,Good
db_271,16.949778487656218,628533.8786526229,0.052112401404173836,1,1,Good
db_272,16.961814314866892,775508.9334983921,0.19225566382240628,1,1,Not Good
db_273,17.87315709728166,704067.3801150813,0.2438335343106322,0,1,Not Good
db_274,18.61184884090354,45260.75456003786,0.32611212977273624,0,0,Not Good
db_275,12.181478381775005,437651.18305946776,0.47526552629310176,1,0,Not Good
db_276,12.024260714995194,103387.85879217563,0.30032553327417794,0,0,Good
db_277,16.772722863468402,225420.06411764945,0.3717969580882799,1,1,Good
db_278,14.399422892444242,888129.7080077603,0.2531330297476014,1,1,Good
db_279,15.231470036123254,136821.0331823468,0.31705201568816566,0,1,Not Good
db_280,16.732682710977617,454010.4565717069,0.035466108066886715,1,0,Good
db_281,18.24008546908106,560158.603543126,0.1271957904209235,1,1,Good
db_282,9.407922509624573,635193.8237842525,0.18092654660256935,0,0,Not Good
db_283,10.009327242239104,508087.32830335357,0.23624667750325679,0,0,Not Good
db_284,5.503711037453904,18696.054203073458,0.022824372751191868,0,0,Good
db_285,13.252482255938784,300550.56433715275,0.07001204877665884,1,0,Not Good
db_286,4.575076380747873,470763.36261239316,0.1384071538956529,0,0,Good
db_287,11.449568290119363,88201.18423890168,0.4857663454505253,0,0,Good
db_288,12.682314155321226,322057.96877617086,0.16567350355152538,0,1,Not Good
db_289,8.58466003405255,39550.76682431624,0.24102052905604127,0,0,Good
db_290,13.453332169104172,79934.86246796846,0.09804885636919647,1,0,Not Good
db_291,4.488003999024791,363261.7158194205,0.30539003553788413,1,1,Not Good
db_292,4.597571019987431,128117.02109832372,0.14034160775798715,0,0,Good
db_293,17.161608970554532,515111.35495278676,0.10349628921921339,1,1,Good
db_294,9.763050262580206,623623.8225321665,0.25828631422298953,0,1,Good
db_295,6.0329682024301565,722522.1622070838,0.0027528995802104106,0,1,Not Good
db_296,12.35589216087687,188133.717377881,0.0038320163246126637,1,0,Good
db_297,16.319896849577773,159059.49821057208,0.10953440455092889,1,0,Not Good
db_298,7.453136439949491,103065.37789761623,0.01836068125041057,0,1,Not Good
db_299,13.966247613104004,576422.9220938367,0.05401287706534569,0,0,Good
db_300,5.365559439900288,638763.396573342,0.1694303246693758,1,0,Not Good
db_301,4.826907538697723,38111.668894821414,0.40129283978990643,0,1,Good
db_302,12.501674105090368,843228.8991568839,0.2860243216846504,1,1,Good
db_303,12.650161945761704,56254.44244981045,0.2563338629782082,0,0,Good
db_304,14.198878423971305,491753.7384179527,0.14674441160406082,0,1,Good
db_305,15.617461339562585,641063.8623113156,0.4658768597164082,1,1,Good
db_306,19.613633271400552,785162.5201340162,0.19850752061859583,1,1,Good
db_307,12.260805572819125,645537.3695978607,0.043546383397885746,1,0,Good
db_308,9.167303567059935,723537.9939321147,0.30853325805890064,1,0,Not Good
db_309,16.722979116299257,312110.6713630974,0.056919196738300704,1,0,Good
db_310,8.333316020193188,735194.3512343959,0.17261157140084604,1,1,Not Good
db_311,11.023542731290178,81302.21328236087,0.25370596935890444,1,0,Not Good
db_312,5.255302101476255,806386.8238938696,0.4371112623425879,0,1,Not Good
db_313,4.40561189464732,497357.2147768253,0.24677329017005933,0,0,Good
db_314,19.4023746348468,737395.0152666194,0.35112938301583213,0,0,Not Good
db_315,17.37568192819529,412563.2732212871,0.4964084194995352,1,1,Not Good
db_316,15.135587297499168,582784.1487249072,0.06574455994899081,1,0,Good
db_317,10.543247110628318,478498.36823314073,0.13736576275975976,1,1,Good
db_318,6.772709121133532,661114.6743622454,0.1972880377988232,0,0,Not Good
db_319,6.502992682737377,82650.68400722473,0.21091408926941568,1,0,Good
db_320,8.003886370633525,63713.35475160178,0.20551053763277288,1,1,Good
db_321,12.787626635297928,229921.87826903033,0.45380550127827746,0,1,Good
db_322,15.433534763200997,151994.76530073764,0.3570163222334282,1,1,Good
db_323,14.5631580274837,785887.3742670595,0.3039526070453519,0,0,Not Good
db_324,8.478942351135085,205100.44874865943,0.15468635893139104,0,0,Good
db_325,19.277844490611105,878520.0776790269,0.41189519211064735,1,0,Good
db_326,15.806350667132296,309837.2546762851,0.47753025574249447,1,1,Good
db_327,12.869664840182411,172084.94496294236,0.41059914127511327,1,1,Not Good
db_328,13.787531939749636,712831.6713568064,0.0007825525957364521,0,1,Not Good
db_329,10.713600998844639,596249.9201957798,0.3182006850917035,0,0,Good
db_330,7.963695832018519,453394.1876432937,0.025567690721050362,0,0,Good
db_331,9.695562858420185,504273.5603344918,0.12880361016686093,1,1,Not Good
db_332,16.125537767429904,650089.5826623148,0.029762350173885843,1,0,Good
db_333,4.230295818076094,213324.71978485587,0.3018977264746939,1,1,Good
db_334,5.85716224811066,896737.1852905003,0.3432949567463034,1,0,Not Good
db_335,4.736042272348044,877565.9143106369,0.05724381903295256,0,0,Good
db_336,4.651660837103522,588789.8608487739,0.19191944152248974,0,1,Good
db_337,17.687369344176116,187592.78132693918,0.228118254477771,0,0,Not Good
db_338,15.258525750080379,615403.1357638492,0.1845265108804583,0,0,Not Good
db_339,11.586781265397203,74256.5839914665,0.06051250024259652,1,1,Good
db_340,5.565346570416024,37280.7269631674,0.2094738950937377,1,1,Not Good
db_341,11.865854001869318,239337.77077498016,0.37558902390420906,1,0,Good
db_342,11.575548332489051,421734.4314979915,0.03550383226662773,0,1,Good
db_343,6.771229918560243,782762.5298134587,0.040090007040951725,0,0,Good
db_344,10.941626387807569,657180.4720920142,0.1773856459179921,1,1,Not Good
db_345,10.376075750357975,671008.8038679832,0.4708628558094625,1,0,Not Good
db_346,13.853601568835463,388689.06765878707,0.334286323361457,0,0,Good
db_347,14.1614984138823,317882.143366797,0.3393349783362824,1,1,Good
db_348,4.724864156352712,340224.4990562964,0.18095999541893248,0,0,Not Good
db_349,9.99380183402354,889008.1117250915,0.2968303956042692,0,0,Not Good
db_350,14.013758651427782,45697.180357109406,0.005065592013871689,0,1,Not Good
db_351,12.050180137281403,781658.0315489792,0.3180480232047711,1,1,Good
db_352,17.703837459013158,525021.1136294301,0.45664347378811837,1,0,Not Good
db_353,14.53909810590312,400367.7230787355,0.3062867341724096,0,1,Not Good
db_354,6.606950833302875,655479.3177694714,0.4368492967331725,1,1,Good
db_355,5.1290999584068775,443135.35786798556,0.3619865277330469,0,0,Good
db_356,14.27870845130105,787346.6818926779,0.060279208201845125,0,0,Good
db_357,4.424180968665949,811624.6589700201,0.45122665364292086,0,1,Not Good
db_358,13.372409300375413,385331.62491737533,0.03322192217788744,0,1,Good
db_359,19.04368386279932,256376.7395391959,0.2669837362738819,1,1,Good
db_360,13.207586846014063,537191.7924480924,0.07106856189672883,0,0,Good
db_361,10.21071881930435,822003.377598855,0.005853305365452033,0,0,Good
db_362,14.29261149507765,197489.34821504325,0.2110171300638195,1,0,Not Good
db_363,11.332046247864266,564440.2593714996,0.14752035382707812,0,0,Good
db_364,12.729868629054959,572088.5958823432,0.2430002468988015,0,0,Not Good
db_365,19.063436940424403,662470.5899496,0.2885999433672754,1,0,Not Good
db_366,10.177642204812388,127095.23976326123,0.02186953615447368,1,0,Not Good
db_367,19.379049021182627,647084.2185670588,0.06150164756187282,1,1,Good
db_368,18.48561027129702,819038.9433924205,0.2793211982252127,0,1,Not Good
db_369,7.132658156628743,169917.96689451535,0.17158367658632911,1,0,Good
db_370,5.109780814002647,221413.5591822511,0.364586743774724,1,0,Good
db_371,5.612448022038826,874541.6336970592,0.32614582429596983,0,0,Good
db_372,4.291549210424796,171069.4879114459,0.4228021814949534,0,1,Not Good
db_373,5.511087372094854,770402.7330989254,0.34624641333461265,0,0,Good
db_374,14.92810837466171,448127.29223875096,0.21496553869507407,0,1,Good
db_375,5.139018375363664,230035.65621882756,0.3364833111972162,0,1,Good
